battle_id,category,model,value
battle_09472,Hard Prompt,gemini-2.5-flash,0
battle_09473,Hard Prompt,claude-opus-4-20250514,0
battle_09473,Hard Prompt,deepseek-r1-0528,1
battle_09474,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09474,Hard Prompt,gemini-2.5-flash,0
battle_09475,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09475,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_09476,Hard Prompt,claude-opus-4-20250514,0
battle_09476,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09477,Hard Prompt,gemini-2.5-flash,1
battle_09477,Hard Prompt,claude-opus-4-20250514,0
battle_09478,Hard Prompt,grok-3-preview-02-24,0
battle_09478,Hard Prompt,gemini-2.5-pro,1
battle_09479,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09479,Hard Prompt,grok-3-preview-02-24,1
battle_09480,Hard Prompt,gemini-2.5-flash,1
battle_09480,Hard Prompt,claude-opus-4-20250514,0
battle_09481,Hard Prompt,deepseek-r1-0528,1
battle_09481,Hard Prompt,grok-3-preview-02-24,0
battle_09482,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09482,Hard Prompt,gemini-2.5-pro-preview-03-25,0
battle_09483,Hard Prompt,o3-2025-04-16,0
battle_09483,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09484,Hard Prompt,o3-2025-04-16,1
battle_09484,Hard Prompt,gemini-2.5-pro,0
battle_09485,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09485,Hard Prompt,gemini-2.5-flash,1
battle_09486,Hard Prompt,deepseek-r1-0528,1
battle_09486,Hard Prompt,claude-opus-4-20250514,0
battle_09487,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09487,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09488,Hard Prompt,o3-2025-04-16,0
battle_09488,Hard Prompt,claude-opus-4-20250514,1
battle_09489,Hard Prompt,grok-3-preview-02-24,0
battle_09489,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09490,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09490,Hard Prompt,gemini-2.5-pro,0
battle_09491,Hard Prompt,o3-2025-04-16,0
battle_09491,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09492,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09492,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09493,Hard Prompt,o3-2025-04-16,0
battle_09493,Hard Prompt,gemini-2.5-pro,1
battle_09494,Hard Prompt,grok-3-preview-02-24,0
battle_09494,Hard Prompt,o3-2025-04-16,1
battle_09495,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09495,Hard Prompt,gemini-2.5-pro,0
battle_09496,Hard Prompt,o3-2025-04-16,0
battle_09496,Hard Prompt,deepseek-r1-0528,1
battle_09497,Hard Prompt,claude-opus-4-20250514,0
battle_09497,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09498,Hard Prompt,grok-3-preview-02-24,1
battle_09498,Hard Prompt,claude-opus-4-20250514,0
battle_09499,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_09499,Hard Prompt,o3-2025-04-16,0
battle_09500,Hard Prompt,deepseek-r1-0528,1
battle_09500,Hard Prompt,o3-2025-04-16,0
battle_09501,Hard Prompt,claude-opus-4-20250514,1
battle_09501,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09502,Hard Prompt,claude-opus-4-20250514,0
battle_09502,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09503,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09503,Hard Prompt,o3-2025-04-16,1
battle_09504,Hard Prompt,claude-opus-4-20250514,1
battle_09504,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_09505,Hard Prompt,claude-opus-4-20250514,1
battle_09505,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09506,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09506,Hard Prompt,grok-3-preview-02-24,0
battle_09507,Hard Prompt,claude-opus-4-20250514,0
battle_09507,Hard Prompt,deepseek-r1-0528,1
battle_09508,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09508,Hard Prompt,claude-opus-4-20250514,1
battle_09509,Hard Prompt,gemini-2.5-flash,0
battle_09509,Hard Prompt,deepseek-r1-0528,1
battle_09510,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09510,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09511,Hard Prompt,gemini-2.5-pro-preview-03-25,1
battle_09511,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09512,Hard Prompt,gemini-2.5-flash,0
battle_09512,Hard Prompt,deepseek-r1-0528,1
battle_09513,Hard Prompt,claude-opus-4-20250514,1
battle_09513,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09514,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09514,Hard Prompt,claude-opus-4-20250514,1
battle_09515,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09515,Hard Prompt,claude-opus-4-20250514,1
battle_09516,Hard Prompt,gemini-2.5-flash,0
battle_09516,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09517,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09517,Hard Prompt,gemini-2.5-flash,1
battle_09518,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09518,Hard Prompt,gemini-2.5-flash,1
battle_09519,Hard Prompt,claude-opus-4-20250514,1
battle_09519,Hard Prompt,gemini-2.5-flash,0
battle_09520,Hard Prompt,gemini-2.5-pro,0
battle_09520,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09521,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_09521,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09522,Hard Prompt,o3-2025-04-16,1
battle_09522,Hard Prompt,grok-3-preview-02-24,0
battle_09523,Hard Prompt,gemini-2.5-flash,0
battle_09523,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09524,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09524,Hard Prompt,o3-2025-04-16,0
battle_09525,Hard Prompt,claude-opus-4-20250514,0
battle_09525,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09526,Hard Prompt,deepseek-r1-0528,1
battle_09526,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09527,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09527,Hard Prompt,claude-opus-4-20250514,0
battle_09528,Hard Prompt,o3-2025-04-16,1
battle_09528,Hard Prompt,claude-opus-4-20250514,0
battle_09529,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09529,Hard Prompt,claude-opus-4-20250514,0
battle_09530,Hard Prompt,gemini-2.5-pro,1
battle_09530,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09531,Hard Prompt,gemini-2.5-pro,0
battle_09531,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09532,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09532,Hard Prompt,claude-opus-4-20250514,1
battle_09533,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09533,Hard Prompt,grok-3-preview-02-24,1
battle_09534,Hard Prompt,deepseek-r1-0528,0
battle_09534,Hard Prompt,gemini-2.5-flash,1
battle_09535,Hard Prompt,grok-3-preview-02-24,0
battle_09535,Hard Prompt,claude-opus-4-20250514,1
battle_09536,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09536,Hard Prompt,grok-3-preview-02-24,1
battle_09537,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09537,Hard Prompt,grok-3-preview-02-24,1
battle_09538,Hard Prompt,claude-opus-4-20250514,0
battle_09538,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09539,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09539,Hard Prompt,o3-2025-04-16,0
battle_09540,Hard Prompt,gemini-2.5-flash,0
battle_09540,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09541,Hard Prompt,gemini-2.5-flash,0
battle_09541,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09542,Hard Prompt,claude-opus-4-20250514,0
battle_09542,Hard Prompt,grok-4-0709,1
battle_09543,Hard Prompt,o3-2025-04-16,0
battle_09543,Hard Prompt,gemini-2.5-pro,1
battle_09544,Hard Prompt,gemini-2.5-pro,0
battle_09544,Hard Prompt,o3-2025-04-16,1
battle_09545,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_09545,Hard Prompt,gemini-2.5-flash,0
battle_09546,Hard Prompt,kimi-k2-0711-preview,0
battle_09546,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_09547,Hard Prompt,gemini-2.5-flash,0
battle_09547,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09548,Hard Prompt,claude-opus-4-20250514,0
battle_09548,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09549,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_09549,Hard Prompt,gemini-2.5-flash,1
battle_09550,Hard Prompt,o3-2025-04-16,1
battle_09550,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09551,Hard Prompt,gemini-2.5-pro,1
battle_09551,Hard Prompt,claude-opus-4-20250514,0
battle_09552,Hard Prompt,deepseek-r1-0528,0
battle_09552,Hard Prompt,gemini-2.5-pro,1
battle_09553,Hard Prompt,gemini-2.5-flash,0
battle_09553,Hard Prompt,claude-opus-4-20250514,1
battle_09554,Hard Prompt,grok-3-preview-02-24,0
battle_09554,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09555,Hard Prompt,gemini-2.5-flash,0
battle_09555,Hard Prompt,kimi-k2-0711-preview,1
battle_09556,Hard Prompt,claude-opus-4-20250514,0
battle_09556,Hard Prompt,o3-2025-04-16,1
battle_09557,Hard Prompt,gemini-2.5-flash,0
battle_09557,Hard Prompt,claude-opus-4-20250514,1
battle_09558,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09558,Hard Prompt,claude-opus-4-20250514,0
battle_09559,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09559,Hard Prompt,claude-opus-4-20250514,0
battle_09560,Hard Prompt,o3-2025-04-16,1
battle_09560,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09561,Hard Prompt,gemini-2.5-pro,1
battle_09561,Hard Prompt,deepseek-r1-0528,0
battle_09562,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09562,Hard Prompt,gemini-2.5-pro,1
battle_09563,Hard Prompt,gemini-2.5-pro,0
battle_09563,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09564,Hard Prompt,grok-4-0709,0
battle_09564,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09565,Hard Prompt,o3-2025-04-16,1
battle_09565,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09566,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_09566,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09567,Hard Prompt,grok-3-preview-02-24,0
battle_09567,Hard Prompt,o3-2025-04-16,1
battle_09568,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09568,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09569,Hard Prompt,o3-2025-04-16,1
battle_09569,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09570,Hard Prompt,gemini-2.5-pro,1
battle_09570,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09571,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09571,Hard Prompt,gemini-2.5-flash,0
battle_09572,Hard Prompt,claude-opus-4-20250514,0
battle_09572,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09573,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09573,Hard Prompt,deepseek-r1-0528,1
battle_09574,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09574,Hard Prompt,deepseek-r1-0528,1
battle_09575,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09575,Hard Prompt,gemini-2.5-pro-preview-03-25,1
battle_09576,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09576,Hard Prompt,gemini-2.5-flash,1
battle_09577,Hard Prompt,grok-3-preview-02-24,0
battle_09577,Hard Prompt,gemini-2.5-pro,1
battle_09578,Hard Prompt,o3-2025-04-16,1
battle_09578,Hard Prompt,gemini-2.5-pro,0
battle_09579,Hard Prompt,gemini-2.5-flash,1
battle_09579,Hard Prompt,o3-2025-04-16,0
battle_09580,Hard Prompt,gemini-2.5-flash,1
battle_09580,Hard Prompt,o3-2025-04-16,0
battle_09581,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09581,Hard Prompt,grok-3-preview-02-24,1
battle_09582,Hard Prompt,deepseek-r1-0528,0
battle_09582,Hard Prompt,claude-opus-4-20250514,1
battle_09583,Hard Prompt,grok-3-preview-02-24,0
battle_09583,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09584,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09584,Hard Prompt,kimi-k2-0711-preview,1
battle_09585,Hard Prompt,deepseek-r1-0528,1
battle_09585,Hard Prompt,claude-opus-4-20250514,0
battle_09586,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09586,Hard Prompt,claude-opus-4-20250514,0
battle_09587,Hard Prompt,claude-opus-4-20250514,0
battle_09587,Hard Prompt,grok-3-preview-02-24,1
battle_09588,Hard Prompt,grok-3-preview-02-24,0
battle_09588,Hard Prompt,o3-2025-04-16,1
battle_09589,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_09589,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09590,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09590,Hard Prompt,gemini-2.5-pro,1
battle_09591,Hard Prompt,gemini-2.5-flash,1
battle_09591,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09592,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09592,Hard Prompt,claude-opus-4-20250514,0
battle_09593,Hard Prompt,gemini-2.5-flash,1
battle_09593,Hard Prompt,claude-opus-4-20250514,0
battle_09594,Hard Prompt,deepseek-r1-0528,1
battle_09594,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09595,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09595,Hard Prompt,o3-2025-04-16,1
battle_09596,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09596,Hard Prompt,gemini-2.5-flash,1
battle_09597,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09597,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_09598,Hard Prompt,grok-3-preview-02-24,1
battle_09598,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09599,Hard Prompt,claude-opus-4-20250514,0
battle_09599,Hard Prompt,o3-2025-04-16,1
battle_09600,Hard Prompt,claude-opus-4-20250514,0
battle_09600,Hard Prompt,o3-2025-04-16,1
battle_09601,Hard Prompt,gemini-2.5-flash,1
battle_09601,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09602,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_09602,Hard Prompt,gemini-2.5-pro-preview-03-25,0
battle_09603,Hard Prompt,o3-2025-04-16,1
battle_09603,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09604,Hard Prompt,deepseek-r1-0528,0
battle_09604,Hard Prompt,o3-2025-04-16,1
battle_09605,Hard Prompt,deepseek-r1-0528,1
battle_09605,Hard Prompt,gemini-2.5-flash,0
battle_09606,Hard Prompt,grok-3-preview-02-24,0
battle_09606,Hard Prompt,claude-opus-4-20250514,1
battle_09607,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09607,Hard Prompt,gemini-2.5-pro-preview-03-25,1
battle_09608,Hard Prompt,kimi-k2-0711-preview,0
battle_09608,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09609,Hard Prompt,kimi-k2-0711-preview,0
battle_09609,Hard Prompt,claude-opus-4-20250514,1
battle_09610,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09610,Hard Prompt,grok-4-0709,1
battle_09611,Hard Prompt,grok-4-0709,1
battle_09611,Hard Prompt,gemini-2.5-pro,0
battle_09612,Hard Prompt,claude-opus-4-20250514,1
battle_09612,Hard Prompt,gemini-2.5-flash,0
battle_09613,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09613,Hard Prompt,o3-2025-04-16,1
battle_09614,Hard Prompt,claude-opus-4-20250514,1
battle_09614,Hard Prompt,o3-2025-04-16,0
battle_09615,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09615,Hard Prompt,gemini-2.5-flash,0
battle_09616,Hard Prompt,gemini-2.5-flash,1
battle_09616,Hard Prompt,o3-2025-04-16,0
battle_09617,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09617,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09618,Hard Prompt,kimi-k2-0711-preview,1
battle_09618,Hard Prompt,grok-3-preview-02-24,0
battle_09619,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_09619,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_09620,Hard Prompt,o3-2025-04-16,0
battle_09620,Hard Prompt,claude-opus-4-20250514,1
battle_09621,Hard Prompt,claude-opus-4-20250514,1
battle_09621,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_09622,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09622,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09623,Hard Prompt,gemini-2.5-pro-preview-03-25,0
battle_09623,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09624,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09624,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09625,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09625,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09626,Hard Prompt,gemini-2.5-pro,1
battle_09626,Hard Prompt,grok-3-preview-02-24,0
battle_09627,Hard Prompt,o3-2025-04-16,0
battle_09627,Hard Prompt,grok-4-0709,1
battle_09628,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09628,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09629,Hard Prompt,deepseek-r1-0528,0
battle_09629,Hard Prompt,gemini-2.5-flash,1
battle_09630,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09630,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09631,Hard Prompt,gemini-2.5-pro,1
battle_09631,Hard Prompt,claude-opus-4-20250514,0
battle_09632,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09632,Hard Prompt,gemini-2.5-pro,1
battle_09633,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_09633,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09634,Hard Prompt,deepseek-r1-0528,1
battle_09634,Hard Prompt,gemini-2.5-pro-preview-05-06,0
battle_09635,Hard Prompt,o3-2025-04-16,1
battle_09635,Hard Prompt,kimi-k2-0711-preview,0
battle_09636,Hard Prompt,claude-opus-4-20250514,0
battle_09636,Hard Prompt,gemini-2.5-flash,1
battle_09637,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09637,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09638,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09638,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09639,Hard Prompt,gemini-2.5-flash,0
battle_09639,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09640,Hard Prompt,o3-2025-04-16,1
battle_09640,Hard Prompt,claude-opus-4-20250514,0
battle_09641,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09641,Hard Prompt,claude-opus-4-20250514,1
battle_09642,Hard Prompt,gemini-2.5-pro-preview-05-06,1
battle_09642,Hard Prompt,claude-opus-4-20250514,0
battle_09643,Hard Prompt,grok-3-preview-02-24,1
battle_09643,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09644,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09644,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09645,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09645,Hard Prompt,kimi-k2-0711-preview,1
battle_09646,Hard Prompt,claude-opus-4-20250514,0
battle_09646,Hard Prompt,gemini-2.5-flash,1
battle_09647,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09647,Hard Prompt,gemini-2.5-flash,1
battle_09648,Hard Prompt,deepseek-r1-0528,1
battle_09648,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09649,Hard Prompt,gemini-2.5-pro,0
battle_09649,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09650,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09650,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09651,Hard Prompt,gemini-2.5-pro,1
battle_09651,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09652,Hard Prompt,gemini-2.5-pro,1
battle_09652,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09653,Hard Prompt,gemini-2.5-pro,1
battle_09653,Hard Prompt,gemini-2.5-flash,0
battle_09654,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09654,Hard Prompt,grok-3-preview-02-24,1
battle_09655,Hard Prompt,gemini-2.5-flash,1
battle_09655,Hard Prompt,claude-opus-4-20250514,0
battle_09656,Hard Prompt,gemini-2.5-pro,1
battle_09656,Hard Prompt,gemini-2.5-flash,0
battle_09657,Hard Prompt,gemini-2.5-pro,0
battle_09657,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09658,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09658,Hard Prompt,gemini-2.5-flash,1
battle_09659,Hard Prompt,deepseek-r1-0528,1
battle_09659,Hard Prompt,claude-opus-4-20250514,0
battle_09660,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09660,Hard Prompt,gemini-2.5-flash-preview-04-17,1
battle_09661,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09661,Hard Prompt,gemini-2.5-pro-preview-03-25,0
battle_09662,Hard Prompt,o3-2025-04-16,0
battle_09662,Hard Prompt,claude-opus-4-20250514,1
battle_09663,Hard Prompt,gemini-2.5-pro,1
battle_09663,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09664,Hard Prompt,claude-opus-4-20250514,0
battle_09664,Hard Prompt,gemini-2.5-pro,1
battle_09665,Hard Prompt,claude-opus-4-20250514,0
battle_09665,Hard Prompt,grok-3-preview-02-24,1
battle_09666,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09666,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09667,Hard Prompt,deepseek-r1-0528,1
battle_09667,Hard Prompt,claude-opus-4-20250514,0
battle_09668,Hard Prompt,claude-opus-4-20250514,1
battle_09668,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09669,Hard Prompt,kimi-k2-0711-preview,0
battle_09669,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09670,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09670,Hard Prompt,deepseek-r1-0528,0
battle_09671,Hard Prompt,gemini-2.5-pro,1
battle_09671,Hard Prompt,gemini-2.5-flash,0
battle_09672,Hard Prompt,deepseek-r1-0528,0
battle_09672,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_09673,Hard Prompt,o3-2025-04-16,0
battle_09673,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09674,Hard Prompt,claude-opus-4-20250514-thinking-16k,0
battle_09674,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09675,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09675,Hard Prompt,claude-opus-4-20250514,1
battle_09676,Hard Prompt,gemini-2.5-pro,1
battle_09676,Hard Prompt,grok-3-preview-02-24,0
battle_09677,Hard Prompt,o3-2025-04-16,1
battle_09677,Hard Prompt,grok-3-preview-02-24,0
battle_09678,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09678,Hard Prompt,o3-2025-04-16,1
battle_09679,Hard Prompt,deepseek-r1-0528,1
battle_09679,Hard Prompt,gemini-2.5-flash,0
battle_09680,Hard Prompt,o3-2025-04-16,1
battle_09680,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09681,Hard Prompt,gemini-2.5-flash,1
battle_09681,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09682,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09682,Hard Prompt,claude-opus-4-20250514,1
battle_09683,Hard Prompt,claude-opus-4-20250514,0
battle_09683,Hard Prompt,gemini-2.5-flash,1
battle_09684,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09684,Hard Prompt,deepseek-r1-0528,0
battle_09685,Hard Prompt,gemini-2.5-flash,1
battle_09685,Hard Prompt,deepseek-r1-0528,0
battle_09686,Hard Prompt,kimi-k2-0711-preview,1
battle_09686,Hard Prompt,gemini-2.5-flash-preview-04-17,0
battle_09687,Hard Prompt,gemini-2.5-pro-preview-03-25,1
battle_09687,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09688,Hard Prompt,gemini-2.5-flash,1
battle_09688,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09689,Hard Prompt,gemini-2.5-flash,1
battle_09689,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09690,Hard Prompt,gemini-2.5-pro,0
battle_09690,Hard Prompt,grok-4-0709,1
battle_09691,Hard Prompt,chatgpt-4o-latest-20250326,1
battle_09691,Hard Prompt,gemini-2.5-pro-preview-03-25,0
battle_09692,Hard Prompt,gemini-2.5-flash,0
battle_09692,Hard Prompt,qwen3-235b-a22b-no-thinking,1
battle_09693,Hard Prompt,gemini-2.5-pro,1
battle_09693,Hard Prompt,kimi-k2-0711-preview,0
battle_09694,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09694,Hard Prompt,gemini-2.5-flash,1
battle_09695,Hard Prompt,llama-4-maverick-03-26-experimental,0
battle_09695,Hard Prompt,o3-2025-04-16,1
battle_09696,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_09696,Hard Prompt,gemini-2.5-pro,0
battle_09697,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09697,Hard Prompt,gemini-2.5-pro-preview-03-25,1
battle_09698,Hard Prompt,claude-opus-4-20250514-thinking-16k,1
battle_09698,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09699,Hard Prompt,gemini-2.5-pro,1
battle_09699,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09700,Hard Prompt,claude-opus-4-20250514,1
battle_09700,Hard Prompt,chatgpt-4o-latest-20250326,0
battle_09701,Hard Prompt,llama-4-maverick-03-26-experimental,1
battle_09701,Hard Prompt,qwen3-235b-a22b-no-thinking,0
battle_09702,Hard Prompt,grok-3-preview-02-24,0
battle_09702,Hard Prompt,claude-opus-4-20250514,1
battle_09703,Hard Prompt,claude-opus-4-20250514,0
battle_09703,Hard Prompt,o3-2025-04-16,1
battle_09704,Hard Prompt,o3-2025-04-16,1
battle_09704,Hard Prompt,gemini-2.5-flash,0
battle_09705,Hard Prompt,grok-3-preview-02-24,1
battle_09705,Hard Prompt,gemini-2.5-pro,0
battle_09706,Hard Prompt,claude-opus-4-20250514,0
battle_09706,Hard Prompt,o3-2025-04-16,1
battle_09707,Hard Prompt,llama-4-maverick-03-26-experimental,1
